recipe_id,recipe_name,serves,section,sec,item,ingredient_line,parsed_name,computed_grams,how,why_flagged,qty_source,corrected_grams,note,needs,implied_per_serve,FULL_RECIPE_for_context
bcb95ded-db59-44e4-8ee4-f6e162b94d77,Asian Chicken Salad with Cucumber and Crispy Seaweed,1,To Serve,1,1,sliced cucumber,sliced cucumber,300,bare → 1 × 300 g (cucumber),large (~300g) main/base,estimated,,,?,,[Salad] 1/2 avocado · [Salad] 1 tsp chilli crunch · [Salad] 1 tbsp Greek yoghurt · [Salad] 1 spring onion · [Salad] coriander · [Salad] 150g shredded chicken · [To Serve] seaweed sheets (@itsuofficial) · [To Serve] sliced cucumber · [To Serve] sesame seeds
33248cb6-4aa5-49b5-8bc4-82668a066495,Buffalo Chicken Wrap,2,Homemade Coleslaw,0,0,1 bag pre-shredded coleslaw mix,bag pre-shredded coleslaw mix,300,1.0 × 300 g (bag),large (~300g) main/base,estimated,,,?,,[Homemade Coleslaw] 1 bag pre-shredded coleslaw mix · [Homemade Coleslaw] 1/2 cup plain Greek yoghurt · [Homemade Coleslaw] 1/4 cup extra virgin olive oil · [Homemade Coleslaw] 2 tbsp apple cider vinegar · [Homemade Coleslaw] 1 tbsp maple syrup · [Homemade Coleslaw] 2 tsp salt · [Homemade Coleslaw] 1 tsp black pepper · [Chicken Breast] 2 large chicken breasts (about 200g each) · [Chicken Breast] 1 tbsp extra virgin olive oil · [Chicken Breast] 2 tsp paprika · [Chicken Breast] 2 tsp garlic powder · [Chicken Breast] 2 tsp oregano or Italian seasoning · [Chicken Breast] 1 tsp red chilli flakes · [Chicken Breast] 1 tsp salt · [Chicken Breast] 1 tsp cornflour · [To serve] tortilla · [To serve] 1/2-3/4 cup Frank's Red Hot Sauce · [To serve] pickles · [To serve] spicy mayo (1 tbsp Greek yoghurt + 1 tsp sriracha + 1/2 tsp salt)
a0eae1ba-0bc7-44cb-8df1-ce81492a889f,Chipotle Chicken Chop Bowl,1,,0,5,low fat yogurt,low fat yogurt,150,bare → 150 g typical (yogurt),large (~150g) main/base,estimated,40,,?,40,"100g ground chicken breast · chipotle taco seasoning & tomato sauce · ¼ cup corn · ¼ cup black beans · ⅓ cup rice · low fat yogurt · sriracha · cucumbers, tomatoes, onion · optional: pickled jalapeños, diced avocado, fresh coriander"
a0eae1ba-0bc7-44cb-8df1-ce81492a889f,Chipotle Chicken Chop Bowl,1,,0,7,"cucumbers, tomatoes, onion",cucumbers,300,bare → 1 × 300 g (cucumber),large (~300g) main/base,estimated,,,?,,"100g ground chicken breast · chipotle taco seasoning & tomato sauce · ¼ cup corn · ¼ cup black beans · ⅓ cup rice · low fat yogurt · sriracha · cucumbers, tomatoes, onion · optional: pickled jalapeños, diced avocado, fresh coriander"
c6f50e3d-b0dc-4de6-baeb-68563c658eab,Crispy Rice Tuna Salad,2,Tuna Salad,1,1,Mayo and/or Greek yogurt,Mayo and/or Greek yogurt,150,bare → 150 g typical (yogurt),large (~150g) main/base,estimated,40,20g per serve,?,20,"[Crispy Rice] 2 cups jasmine rice, cooked and cooled · [Crispy Rice] Sriracha to taste · [Crispy Rice] 3 tsp soy sauce · [Crispy Rice] 1 tbsp sesame oil · [Tuna Salad] 1 can tuna · [Tuna Salad] Mayo and/or Greek yogurt · [Tuna Salad] Smoked paprika · [Tuna Salad] Pinch of sugar · [Tuna Salad] Salt and sriracha · [Toppings] ½ avocado · [Toppings] 1 mini cucumber · [Toppings] Everything bagel seasoning · [Toppings] Sriracha · [Toppings] Green onion"
670b465e-5410-484c-9e61-dc591037a186,Green Goddess Chicken Prep Mix,2,Salad,0,3,"¼ small white cabbage, shredded",white cabbage,157.5,0.25 × 900 g whole (white cabbage),large (~158g) main/base,estimated,225,,?,112.5,"[Salad] 200g cooked chicken breast, shredded · [Salad] ½ medium avocado, diced · [Salad] ¼ small cucumber, diced · [Salad] ¼ small white cabbage, shredded · [Green Goddess Dressing] 1 large spring onion, roughly chopped · [Green Goddess Dressing] large handful fresh basil and parsley · [Green Goddess Dressing] 1 tsp garlic granules · [Green Goddess Dressing] 1 tsp Dijon mustard · [Green Goddess Dressing] 1 tsp honey · [Green Goddess Dressing] 1 heaped tbsp Greek yoghurt · [Green Goddess Dressing] 1 tbsp red wine vinegar · [Green Goddess Dressing] 1 tbsp nutritional yeast"
b357f62f-dca3-403d-82ba-3a52d23027e5,Instant Noodle Jars,1,,0,8,tofu (or sub with chicken),tofu (or sub with chicken),150,bare → 150 g typical (tofu),large (~150g) main/base,estimated,400,,?,400,2 tbsp vegetable bouillon · 1 tbsp chili garlic sauce · 1 tbsp soy sauce · 1 tsp sesame oil · 2 tsp minced garlic · sliced red bell pepper · ½ cup shredded cabbage · ⅓ cup edamame · tofu (or sub with chicken) · 1 tbsp green onions · 1 serving instant vermicelli rice noodles
b357f62f-dca3-403d-82ba-3a52d23027e5,Instant Noodle Jars,1,,0,10,1 serving instant vermicelli rice noodles,serving instant vermicelli rice noodles,180,1.0 × 180 g (serving),large (~180g) main/base,estimated,125,,?,125,2 tbsp vegetable bouillon · 1 tbsp chili garlic sauce · 1 tbsp soy sauce · 1 tsp sesame oil · 2 tsp minced garlic · sliced red bell pepper · ½ cup shredded cabbage · ⅓ cup edamame · tofu (or sub with chicken) · 1 tbsp green onions · 1 serving instant vermicelli rice noodles
c86c8a0a-6b08-4a31-8d52-691a3434babf,Kimchi Bibimmyeon,2,Noodles & Topping,1,0,Shin ramyun noodles,Shin ramyun noodles,180,bare → 180 g typical (noodle),large (~180g) main/base,estimated,250,125g per serve,?,125,"[Sauce] Just under 1/2 cup kimchi, chopped · [Sauce] 1-2 tbsp kimchi juice · [Sauce] 1/2 tbsp rice vinegar · [Sauce] 1 tsp soy sauce · [Sauce] 1 tsp oyster sauce · [Sauce] 1.5 tbsp gochujang · [Sauce] 1 tbsp gochugaru · [Sauce] 1/2 tbsp sugar · [Sauce] 1 garlic clove, minced · [Sauce] 1 tbsp sesame oil · [Sauce] 1/2 tsp shin ramyun packet seasoning (optional) · [Sauce] 1/2 tsp MSG · [Noodles & Topping] Shin ramyun noodles · [Noodles & Topping] Half a soft-boiled egg · [Noodles & Topping] Julienne cucumber · [Noodles & Topping] Sesame seeds · [Noodles & Topping] Sesame oil"
c86c8a0a-6b08-4a31-8d52-691a3434babf,Kimchi Bibimmyeon,2,Noodles & Topping,1,2,Julienne cucumber,Julienne cucumber,300,bare → 1 × 300 g (cucumber),large (~300g) main/base,estimated,,,?,,"[Sauce] Just under 1/2 cup kimchi, chopped · [Sauce] 1-2 tbsp kimchi juice · [Sauce] 1/2 tbsp rice vinegar · [Sauce] 1 tsp soy sauce · [Sauce] 1 tsp oyster sauce · [Sauce] 1.5 tbsp gochujang · [Sauce] 1 tbsp gochugaru · [Sauce] 1/2 tbsp sugar · [Sauce] 1 garlic clove, minced · [Sauce] 1 tbsp sesame oil · [Sauce] 1/2 tsp shin ramyun packet seasoning (optional) · [Sauce] 1/2 tsp MSG · [Noodles & Topping] Shin ramyun noodles · [Noodles & Topping] Half a soft-boiled egg · [Noodles & Topping] Julienne cucumber · [Noodles & Topping] Sesame seeds · [Noodles & Topping] Sesame oil"
1f2fb1c7-a20a-4579-ae09-d9b845765595,Peanut Tofu Salad Jars,4,Salad,1,0,Cooked quinoa (frozen microwave quinoa works well),Cooked quinoa (frozen microwave quinoa works well),180,bare → 180 g typical (quinoa),large (~180g) main/base,estimated,500,125g per serve,?,125,[Tofu] 1 x 16oz block extra firm tofu · [Tofu] 2 tbsp coconut aminos · [Tofu] 1 tbsp soy sauce · [Tofu] 1 tsp garlic powder · [Tofu] 1 tsp onion powder · [Salad] Cooked quinoa (frozen microwave quinoa works well) · [Salad] 1 cucumber · [Salad] Shredded carrots · [Salad] Shredded purple cabbage · [Salad] 3 green onions · [Salad] 1¼ cups edamame (frozen works well) · [Peanut Dressing] 1/3 cup powdered peanut butter · [Peanut Dressing] 3 tbsp coconut aminos · [Peanut Dressing] 2 tsp lime juice · [Peanut Dressing] 1 tbsp maple syrup · [Peanut Dressing] 2 tsp sriracha · [Peanut Dressing] 1 tsp garlic powder · [Peanut Dressing] 1/2 tsp onion powder · [Peanut Dressing] 3 tbsp warm water (add more 1 tbsp at a time if too thick)
326278cf-28f6-4f03-bb84-4a26babd9f49,Roast Chicken and Charred Corn Rice Salad,2,Salad,0,3,1 head romaine lettuce,head romaine lettuce,300,1.0 × 300 g (head),large (~300g) main/base,estimated,,,?,,"[Salad] 200g leftover cooked rice · [Salad] 250g sweetcorn (tinned, drained) · [Salad] 200g shredded cooked chicken · [Salad] 1 head romaine lettuce · [Salad] 3 salad tomatoes, roughly chopped · [Salad] Pickled red onions, to garnish · [Salad] Lime wedges, to garnish · [Avocado Dressing] 1 tbsp pickled jalapeños · [Avocado Dressing] 1 tbsp nutritional yeast · [Avocado Dressing] 1 garlic clove · [Avocado Dressing] ½ avocado (~75g) · [Avocado Dressing] 1 tbsp Greek yoghurt (sub soya yoghurt to keep DF) · [Avocado Dressing] Juice of ½ lemon · [Avocado Dressing] Salt and pepper · [Avocado Dressing] Olive oil, to thin"
a11e2974-0717-4940-af8f-b3b3034f82f5,Salmon Poke Bowl Meal Prep,1,Rest,1,0,1 serving microwave sticky rice,serving microwave sticky rice,180,1.0 × 180 g (serving),large (~180g) main/base,estimated,125,,?,125,"[Salmon] 1 tin salmon fillets · [Salmon] 1 sheet nori (or furikake) · [Salmon] 1 tsp miso paste · [Salmon] 1 spring onion, finely sliced · [Salmon] 1.5 tbsp mirin (+ extra for cucumber) · [Salmon] 1/2 tbsp maple syrup (+ extra for cucumber) · [Salmon] 1/2 tbsp garlic and ginger paste · [Salmon] 1/2 tbsp gochujang (sub sriracha) · [Salmon] 1-2 tbsp Greek yoghurt/mayonnaise · [Salmon] 1.5 tbsp soy sauce · [Salmon] 1 tsp sesame oil · [Rest] 1 serving microwave sticky rice · [Rest] 1/2 avocado, sliced · [Rest] 1/4 cucumber, thinly sliced · [Rest] sesame seeds/furikake · [Rest] kimchi (optional)"
18997e47-12fe-47fe-b81b-322bb3f900c4,Sticky Miso Chicken Prep Boxes,3,Rice Salad,1,4,soy sauce + rice vinegar to season,soy sauce + rice vinegar to season,180,bare → 180 g typical (rice),large (~180g) main/base,estimated,,,?,,"[Miso Chicken] 350g mini chicken breast fillets · [Miso Chicken] 2 tsp white miso · [Miso Chicken] 2 tsp honey · [Miso Chicken] 2 tbsp soy sauce · [Miso Chicken] 2 garlic cloves, minced · [Miso Chicken] 1 tsp grated ginger · [Miso Chicken] 1 tbsp toasted sesame oil · [Rice Salad] 250g cooked brown rice, cooled · [Rice Salad] 1 cucumber, deseeded and diced · [Rice Salad] 4 spring onions, chopped · [Rice Salad] large handful coriander, chopped · [Rice Salad] soy sauce + rice vinegar to season · [Edamame Hummus] 160g edamame · [Edamame Hummus] 1 tbsp tahini · [Edamame Hummus] 2 tbsp Greek yoghurt · [Edamame Hummus] juice and zest of 1 lime · [Edamame Hummus] 1 tsp honey · [Edamame Hummus] 1 tsp toasted sesame oil · [Edamame Hummus] ½ garlic clove · [Edamame Hummus] 2 spring onions · [Edamame Hummus] generous salt + pepper · [To Finish] pumpkin seeds to garnish"
2d8ff39e-3a53-49a0-a898-51368a6a1707,Summer Salad with Blackened Salmon,2,Salad,0,0,1 large head romaine,head romaine,300,1.0 × 300 g (head),large (~300g) main/base,estimated,,,?,,[Salad] 1 large head romaine · [Salad] 1 pak choy · [Salad] 1 medium cucumber · [Salad] Handful of green beans · [Salad] 4 sprigs spring onion · [Salad] 1 tsp pickled chilli · [Salad] 1 tsp sesame seeds · [Salad] 1 avocado · [Salmon] 2 salmon fillets · [Salmon] 2 tbsp soy sauce · [Salmon] 1 tsp honey · [Salmon] 1 tsp rice wine vinegar · [Dressing] 1 garlic clove · [Dressing] 1 inch piece ginger · [Dressing] 2 tbsp ponzu · [Dressing] 2 tbsp sesame oil · [Dressing] 1 tsp honey · [Dressing] 1 tbsp rice wine vinegar
9b44ebcc-2f1c-4b6a-a1d7-98c1598f5af3,Tuna Avocado Wrap,1,Sandwich,1,1,"Half an avocado, sliced",Half an avocado,150,bare → 1 × 150 g (avocado),large (~150g) main/base,estimated,90,,?,90,"[Tunacado Filling] 1 tin tuna in spring water, drained · [Tunacado Filling] 1/4 small red onion, finely chopped · [Tunacado Filling] 0.5 tbsp minced garlic · [Tunacado Filling] 1 small gherkin, finely chopped · [Tunacado Filling] 1 tbsp pickle juice · [Tunacado Filling] 2 tbsp light mayonnaise · [Tunacado Filling] 1 tbsp dill/parsley, finely chopped · [Tunacado Filling] 0.5 tsp dijon mustard · [Tunacado Filling] 1 tbsp hot sauce · [Tunacado Filling] Salt & black pepper to taste · [Sandwich] 1.5 tbsp green pesto · [Sandwich] Half an avocado, sliced · [Sandwich] Hot sauce (optional) · [Sandwich] 1 small tomato, sliced · [Sandwich] 1 soft pitta"
cc78c8db-64b2-45c8-b9ee-5790ee61b228,Tuna Melt Sandwich,1,Tuna Salad,0,1,"Finely diced red onion, celery, and dill pickles",Finely diced red onion,150,bare → 1 × 150 g (red onion),large (~150g) main/base,estimated,,,?,,"[Tuna Salad] 1 can of tuna · [Tuna Salad] Finely diced red onion, celery, and dill pickles · [Tuna Salad] 1 tbsp light mayo · [Tuna Salad] 1/2 avocado · [Tuna Salad] Splash of lemon juice · [Tuna Salad] Salt and pepper to taste · [Tuna Salad] 1 tsp garlic powder · [Tuna Salad] 1 tsp dried dill · [Sandwich] 2 slices of sourdough · [Sandwich] Hummus · [Sandwich] Sliced tomato · [Sandwich] Cheddar cheese"
667b7f8b-99e9-45e4-836b-c0cfa3e7074f,Crispy Gluten Free Shrimp Dumplings,7,Wrapper,2,0,Cold water,Cold water,,"no amount, generic item",unresolved (no value),unresolved,,,★,,"[Shrimp Balls] 7oz shrimp, peeled & deveined · [Shrimp Balls] ½ tsp salt · [Shrimp Balls] ¼ tsp black pepper · [Shrimp Balls] 1 garlic clove · [Shrimp Balls] 1 small knob of ginger · [Shrimp Balls] 2 green onions · [Dipping Sauce] ¼ cup gluten free soy sauce · [Dipping Sauce] 2 tbsp gluten free hoisin sauce · [Dipping Sauce] 1 tbsp water · [Dipping Sauce] 2 tsp rice vinegar · [Dipping Sauce] 1 tsp sriracha (or chili oil) · [Dipping Sauce] ½ tsp maple syrup (or sugar) · [Dipping Sauce] 1 clove garlic, minced · [Dipping Sauce] 1 tsp green onions, chopped · [Dipping Sauce] ¼ tsp minced fresh ginger · [Dipping Sauce] ½ tsp toasted sesame oil · [Wrapper] Cold water · [Wrapper] Glutinous rice flour · [To Cook] 1/3 cup water · [To Cook] Oil"
667b7f8b-99e9-45e4-836b-c0cfa3e7074f,Crispy Gluten Free Shrimp Dumplings,7,Wrapper,2,1,Glutinous rice flour,Glutinous rice flour,180,bare → 180 g typical (rice),large (~180g) main/base,estimated,40,,?,5.71429,"[Shrimp Balls] 7oz shrimp, peeled & deveined · [Shrimp Balls] ½ tsp salt · [Shrimp Balls] ¼ tsp black pepper · [Shrimp Balls] 1 garlic clove · [Shrimp Balls] 1 small knob of ginger · [Shrimp Balls] 2 green onions · [Dipping Sauce] ¼ cup gluten free soy sauce · [Dipping Sauce] 2 tbsp gluten free hoisin sauce · [Dipping Sauce] 1 tbsp water · [Dipping Sauce] 2 tsp rice vinegar · [Dipping Sauce] 1 tsp sriracha (or chili oil) · [Dipping Sauce] ½ tsp maple syrup (or sugar) · [Dipping Sauce] 1 clove garlic, minced · [Dipping Sauce] 1 tsp green onions, chopped · [Dipping Sauce] ¼ tsp minced fresh ginger · [Dipping Sauce] ½ tsp toasted sesame oil · [Wrapper] Cold water · [Wrapper] Glutinous rice flour · [To Cook] 1/3 cup water · [To Cook] Oil"
